company_id,company_name,first_owner,second_owner,new_first_owner,new_second_owner
1268,MILÚ RUGS,1,1,14,14
1299,LaHilita,8,8,8,8
3334,Intrinsical spa,13,13,14,14
946,mr hops,1,1,14,14
975,Nstuvida,1,1,14,14
887,Beerly.cl,1,0,14,14
865,flappers Chile,1,1,14,14
879,LOS TATAS,1,1,14,14
984,ACT S.A.,1,1,14,14
860,Pin Your Travel Map,1,1,14,14
880,Tienda Ganesh,1,0,14,14
2990,The fitclub,10,10,10,10
1207,AGUA BENDITA CHILE,8,8,8,8
3506,Medicina verde growshop ,9,9,9,9
456,Williot Chile,1,1,14,14
963,Dabadu,1,1,14,14
923,MedClinic,1,1,14,14
921,Importadora ZC SpA,1,1,14,14
939,Vitrina Emprendedora,1,1,14,14
940,Cervecería Tribu,1,1,14,14
1521,Milton Barcelona,4,4,14,14
1520,TodoFardos,4,4,14,14
866,SmartGAM ,1,1,14,14
881,Kalofisha,1,0,14,14
2991,DM Prueba,13,13,14,14
924,SpaceLink,1,1,14,14
1599,libro la mesa,1,1,14,14
1580,B2B WEB DISTRIBUICAO DO PRODUTOS CHILE SPA,2,2,2,2
3333,Fisiomed Ltda.,9,9,9,9
933,INVERSIONES SIX LIMITADA,1,1,14,14
965,Taller Grafico,1,1,14,14
962,Gymness ltda,1,1,14,14
966,Blanco y Negro SA,1,1,14,14
954,Soy Tendencia,1,0,14,14
3163,PANTHERA,2,2,2,2
977,maria isabel cisternas sepulveda,1,1,14,14
976,SHAMIX Emporio Natural,3,0,14,14
915,Elvi & Friends,3,0,14,14
3174,cadde,13,13,14,14
4187,El mundo de Pipa,13,13,14,14
3638,Fazcart,13,13,14,14
1303,Musa Accesorios SpA,4,4,14,14
979,Comercial Vail SpA,1,1,14,14
868,Tupolera.cl,1,1,14,14
133,Momo Shop,1,1,14,14
147,Casa Laporte,3,3,14,14
167,WOK Design,3,3,14,14
230,Incari Depot,1,1,14,14
254,Barra Chocolate,1,1,14,14
916,Influence Latam SpA,1,1,14,14
990,Incari deals ,1,1,14,14
951,comercialmundokids limitada,1,1,14,14
964,Wood House,1,1,14,14
869,importplanet,1,1,14,14
891,Colores de Sofia,1,1,14,14
1225,Bazar ED,2,2,2,2
922,EM is handmade,3,0,14,14
664,Punta Ranco Limitada,2,3,2,14
986,Alimento Perritos SpA,1,1,14,14
773,Diego gacitua,1,0,14,14
987,KGC,1,1,14,14
985,Assurant,3,3,14,14
811,Importadora Yaku Spa,1,0,14,14
992,GKZ,1,0,14,14
906,EL GOLF-KILOMETRO42SPA PP,1,0,14,14
989,Vasalisa Ediciones ,3,2,14,2
709,Ansi Nutrition,10,10,10,10
3520,Altavoz,13,13,14,14
3557,BF Décor,13,13,14,14
1225,Bazar ED,2,2,2,2
4010,Hierbas Soleil,13,13,14,14
1238,TOC ,3,2,14,2
1000,Alvar3z.net,1,1,14,14
1225,Bazar ED,2,2,2,2
1522,ISABELLE Lingerie,4,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1524,tienda fluor,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1002,Mundo Electro,1,0,14,14
4012,SecondSkin,13,13,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
994,patricio,1,1,14,14
1239,Bueno Ortiz compañia ltda,1,1,14,14
1304,DevarHome,4,4,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1158,NEW HORIZONS - NH | MEDICAL SpA,2,2,2,2
973,N&D CASAS TORRES,1,1,14,14
1003,MANNADA,1,1,14,14
1008,PCPLANET,1,1,14,14
1004,Camilo,1,1,14,14
1001,Ameisit,1,1,14,14
1011,TF CHILE SPA,1,1,14,14
999,Arca Chile,1,0,14,14
1014,Trick Shot,1,1,14,14
1015,Meetpet P&G,1,0,14,14
1012,Sshop SpA,1,1,14,14
1007,pamela espinoza rebolledo,1,1,14,14
997,Mish Argentina,1,1,14,14
1010,Industrias Lahsen Ltda,1,1,14,14
1005,Patú,1,1,14,14
2992,Gaton Products,13,13,14,14
3820,FRESARD PETIT-LAURENT,13,13,14,14
3877,Comercial Canada Spa.,10,10,10,10
824,ARUMI Korean Cosmetics LIMITADA,1,1,14,14
998,Forsend,3,0,14,14
194,don carbon,1,1,14,14
1032,Loko Bracalets,3,0,14,14
1225,Bazar ED,2,2,2,2
1527,Ever Group SpA,4,4,14,14
1633,ZiiP Latam,4,4,14,14
2994,"Soc. Inm. Covarrubias, Fuenzalida, Campaña y Barros Spa",13,13,14,14
1017,Siglo XXI,1,1,14,14
1020,BLOM,1,1,14,14
1018,orangeplanet,1,1,14,14
1045,Aris,3,0,14,14
1024,Sepúlveda Profesionales Asociados y Cía. Ltda,3,2,14,2
1025,WANKÜN,1,1,14,14
1027,Cargo Parts SpA,1,1,14,14
1029,Gluten Free Market,1,1,14,14
1021,MYSHOP LTDA,1,1,14,14
1023,eMatch,1,1,14,14
1035,DesarrolloChile,1,1,14,14
1043,Orange Planet ,1,1,14,14
1030,Viva Mas SpA,1,1,14,14
1037,Cuatro Corners,1,0,14,14
1009,Everest 92,3,0,14,14
1031,Gluten free market chile,3,0,14,14
1041,"Paz Ugarte, Adulto mayor EIRL",1,1,14,14
1034,Pásalo Chancho,3,2,14,2
3486,Arica Mobile Store,13,13,14,14
3487,Pioneers,13,13,14,14
4122,Go Racing Chile Ltda,13,13,14,14
1225,Bazar ED,2,2,2,2
1042,Casa Musa,1,1,14,14
347,Impresiones Creativas S.A. ,3,3,14,14
4669,motoride,13,13,14,14
314,Induropa,3,12,14,14
1047,ATAR DISEÑO,1,7,14,7
1060,El Paso SpA,1,8,14,8
3488,NovaClima,8,8,8,8
1240,OrtopediasPro,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
3335,La cafetera,13,13,14,14
1049,Myshop.cl,1,1,14,14
1038,Entiendacl,1,1,14,14
1046,The Green Store,1,1,14,14
712,Creado en Chile,1,6,14,6
1055,Proefex,1,1,14,14
1056,NITI SHOP,1,1,14,14
1057,PMG SpA,1,1,14,14
1064,dcv,2,0,2,14
1059,SoporteGlobal,1,1,14,14
1054,decoLOFT,1,1,14,14
1065,Miquel Ltda.,1,1,14,14
1053,Camaleo,1,1,14,14
1058,AGM Limitada,3,0,14,14
1039,pontetu_spa,7,7,7,7
3966,labbe,13,13,14,14
1093,PAREJA LECAROS CHILA S.A,1,1,14,14
145,The Qualis,1,1,14,14
1063,Hogar en Linea SpA,3,0,14,14
360,Tuperfumeria,1,0,14,14
1530,ChileLentes.cl,4,4,14,14
1097,Comercializadora de Publicaciones Profesionales,8,8,8,8
2995,Maria Toscana ,10,10,10,10
1095,VIDA EQUILIBRADA SPA,3,0,14,14
1225,Bazar ED,2,2,2,2
1284,BBbrand,2,2,2,2
3155,Commencal Chile SpA,13,13,14,14
1066,VBARROS LTDA,1,1,14,14
1074,MR&MS,3,0,14,14
1068,comprados,1,1,14,14
1076,mkcup SpA,3,0,14,14
3642,Demo Shipit,13,13,14,14
1075,Manga Corta,1,1,14,14
1073,Cadaques Brockers Ltda.,1,1,14,14
1081,comprados.cl,1,1,14,14
1082,chile en una caja,1,1,14,14
1085,Rolige,3,0,14,14
1084,Japi Jane,6,6,6,6
1061,LIMITE SUR,3,0,14,14
1080,ARTE MANDALA,1,0,14,14
1067,Inversiones Muro,4,2,14,2
1078,PKW,3,3,14,14
1071,Faramunda,3,0,14,14
3312,Lucky Love Accesorios,13,13,14,14
3778,EBOOKS,13,13,14,14
4011,Tentáculo Freak,13,13,14,14
1099,KIOSCLUB,3,0,14,14
1115,CMPC,1,1,14,14
1092,BUKKU,3,0,14,14
1225,Bazar ED,2,2,2,2
1094,Ruta Cafe,1,1,14,14
1087,RAIZES,1,1,14,14
1111,Comercial Prometeo St Limitada,3,0,14,14
1091,julin serra,3,0,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1253,Camilo Empresa,1,1,14,14
1088,Squirrel Chile Spa,1,1,14,14
1096,Comercializadora Kettlebells Chile Ltda,1,1,14,14
1090,Importadora y Distribuidora Zija Chile SPA,1,7,14,7
1616,Cortes y Cortes,7,7,7,7
1083,Victor,1,1,14,14
1079,The Live Green Company,1,1,14,14
1677,Rudy Project Chile,4,4,14,14
3644,Ubike motos,13,13,14,14
2381,Tienda Picaflor,10,10,10,10
805,Papelaria S.A.,3,0,14,14
1225,Bazar ED,2,2,2,2
1129,Green-Ti,1,1,14,14
1305,Deftsoft Informatics,4,4,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1257,Link Asesorias SPA,1,1,14,14
1225,Bazar ED,2,2,2,2
1262,Sognos,1,1,14,14
1258,Nina Beate Stumpf,3,0,14,14
1265,Midetalle regalos,3,0,14,14
1255,ID1 Internet SPA,1,1,14,14
1225,Bazar ED,2,2,2,2
1251,Fitback Design,3,0,14,14
1116,MISH MARKETPLACE,1,1,14,14
1225,Bazar ED,2,2,2,2
1617,Amerigo SpA,8,8,8,8
1114,Denda Fulfillment,1,1,14,14
1033,HolaSim Chile,3,2,14,2
3336,Cibertech SpA,13,13,14,14
3821,Luis esteban,13,13,14,14
1118,TRIPLE - Z  SPA,1,1,14,14
802,KütralKura,3,0,14,14
1137,Flo Papeleria,3,0,14,14
1157,La Noissete ,3,0,14,14
2458,ALISHA PERFUMES,6,6,6,6
1127,SNACK FOR YOU,3,0,14,14
1136,De Antologia ,1,1,14,14
1120,Nicequest,1,1,14,14
1162,Di Vento,3,0,14,14
1134,milcosas.cl,1,1,14,14
1142,software center spa,1,1,14,14
1140,Patagon Journal,1,1,14,14
1133,Laboratorio LAAOS,3,0,14,14
1245,Minata skin care,3,0,14,14
1132,AMA Time SpA,3,0,14,14
1121,CNA Chile,1,1,14,14
1130,Incari spa,3,0,14,14
1141,Emporio Curanipe,1,1,14,14
1145,ruben pruebas,1,1,14,14
1123,Amapolas,3,0,14,14
1153,SegundoAire,1,1,14,14
1302,ORSITEL SPA,4,4,14,14
1225,Bazar ED,2,2,2,2
3468,Haascrue SpA,13,13,14,14
1131,INVERSIONES LA ROSA SPA,1,1,14,14
2996,carrito de paseo,13,13,14,14
3337,Dog Shop Chile Ltda,13,13,14,14
1398,Tst C,1,1,14,14
1154,UWS SPA,1,1,14,14
673,Andean Hands Ltda,3,0,14,14
1151,Ahumadores.cl,1,1,14,14
2998,Test-area,13,13,14,14
2997,ghh,13,13,14,14
754,Comparto Mi Maleta,3,3,14,14
1155,Cervercería Raíces SPA,1,1,14,14
1163,Ignacia Jullian ,1,1,14,14
1143,ticketplus,1,1,14,14
1170,Automaster Chile,1,1,14,14
1152,Seisceronueve,1,1,14,14
1156,By Simona,1,1,14,14
1167,ZURITA,1,1,14,14
712,Creado en Chile,1,6,14,6
1168,Doite,1,1,14,14
1150,ModaCL SpA,1,1,14,14
1159,AC nutrition spa,3,0,14,14
1158,NEW HORIZONS - NH | MEDICAL SpA,2,2,2,2
1172,Uplogin,1,1,14,14
1662,Homeconnect Lk spa,4,4,14,14
1311,Austral organics,8,8,8,8
1659,Dimerc,7,1,7,14
1300,Thermomix,6,6,6,6
3169,Omar Epoxy,10,10,10,10
3213,bernie,13,13,14,14
3490,Tamango Brebajes,13,13,14,14
3500,Test Bsale Integración,13,13,14,14
3508,ANTALIS ABITEK SPA,13,13,14,14
1177,Gonelbook,1,1,14,14
370,Diseño Curtido SPA,1,1,14,14
374,INNOVATEK,1,1,14,14
1663,OSOM Chile,1,1,14,14
3646,Favor ,13,13,14,14
1173,Keep Climbing,1,1,14,14
938,Dn Spa,3,0,14,14
1184,FackMac SpA,3,0,14,14
1400,Solo Cueros,1,1,14,14
1117,KW,1,2,14,2
710,LETREROS.CL,1,1,14,14
1189,Tempora S.A.,1,1,14,14
1176,Lift Plastic,3,0,14,14
1618,Le Vice SpA,4,4,14,14
1182,4bits,1,1,14,14
1192,IntegraMundo SPA,1,1,14,14
1178,Soluciones Urbanas Sustentables SUS,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
3170,Consciencieux,13,13,14,14
1169,Fanticket-tests,1,1,14,14
1174,Dreams Sports,3,0,14,14
1306,Merchant SA,4,4,14,14
3338,Insumos Celeste,9,9,9,9
883,Playmaker,1,2,14,2
4128,Bolsa Verde,13,13,14,14
3844,Izas Chile,8,8,8,8
3822,Minimarket Don Harry ltda,13,13,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1197,NELSONELARMASECRETA,1,1,14,14
1198,rteytyertyertytery,1,1,14,14
1199,gfgdbsdghdfgh,1,1,14,14
1200,xcvxcvxcvxv,1,1,14,14
1203,Hirochi mailers,3,0,14,14
1203,Hirochi mailers,3,0,14,14
1204,Team Shipit,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
3491,Assurant Ripley,13,13,14,14
4013,Casa de la Ampolleta,13,13,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
3002,kochetech,8,8,8,8
1535,giro-rut,4,4,14,14
1248,Ya no lo uso,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1263,Francisco Viganego,1,1,14,14
1259,sublinnovate,1,1,14,14
1254,blackgold,1,1,14,14
1266,Abastible,2,2,2,2
1225,Bazar ED,2,2,2,2
3001,itswinesoclock,13,13,14,14
3133,Sillas de Ruedas Chile,8,8,8,8
3493,tienda del vino SPA,13,13,14,14
4173,Cielo Milano,13,13,14,14
1279,precios increíbles,1,1,14,14
1181,Agencia Touch,1,0,14,14
1586,Pedro Tovar,1,1,14,14
1208,GRAVITEX,3,,14,14
1201,sdfsdfdsfljkjkdskjskjdsfkjsdfjkhº,1,1,14,14
1202,hrtjehghehghdghf,1,1,14,14
1620,Bobprobandocreacioncuenta,4,4,14,14
1271,PM,3,0,14,14
1210,freeshiping,1,1,14,14
3777,Tienda Nordeco,8,8,8,8
1215,Cuatrocorners pick and pack,3,0,14,14
1209,Janan ,1,1,14,14
1158,NEW HORIZONS - NH | MEDICAL SpA,2,2,2,2
1158,NEW HORIZONS - NH | MEDICAL SpA,2,2,2,2
1158,NEW HORIZONS - NH | MEDICAL SpA,2,2,2,2
871,Mall Repuestos,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1264,High Cosmetic,1,0,14,14
1183,Growbarato Chile,3,0,14,14
1225,Bazar ED,2,2,2,2
1267,SPA,1,1,14,14
2206,CRUZADOS,8,8,8,8
1205,SLEVE,8,8,8,8
1190,Green Nutrition,3,2,14,2
978,Stein Sports Company,1,1,14,14
3823,Tecno up,13,13,14,14
4348,KAPPA,8,8,8,8
4368,SEAFOOD EXPORT LTDA,13,13,14,14
524,Verónica Meyer,3,3,14,14
1228,Long Play,3,2,14,2
3003,Ella+Mila,9,9,9,9
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1212,Firesoft,3,0,14,14
1225,Bazar ED,2,2,2,2
1216,Eduardo Hernández,1,1,14,14
1225,Bazar ED,2,2,2,2
1222,Developer Magento2 Store,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1417,NOVENTERA LTDA,4,4,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1220,Arte Papel,2,2,2,2
1214,Runkun SpA,3,2,14,2
4014,TECHDENT,9,9,9,9
4174,Mi Venta de Garage,13,13,14,14
4208,Shopinggram,13,13,14,14
1317,FlyStore,4,4,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1481,Diseños y confecciones Urban Diekzo SPA.,4,4,14,14
1273,Lifko,1,1,14,14
1314,Jota Beauty,4,0,14,14
1315,DPIMA,4,4,14,14
1318,Optibrands SPA,4,4,14,14
1467,Copper studio,4,4,14,14
1225,Bazar ED,2,2,2,2
1320,Dolce Venta,4,4,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1308,Biteforlife Spa,4,4,14,14
1225,Bazar ED,2,2,2,2
1227,Emprendimiento,1,1,14,14
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1225,Bazar ED,2,2,2,2
1477,Fernando Llopis,4,4,14,14
1483,Muvcycle,4,4,14,14
1225,Bazar ED,2,2,2,2
1226,Beasy,3,3,14,14
1452,Shipit Shopify,4,4,14,14
3495,Distribuidora VyL,13,13,14,14
3497,Sexandlove,13,13,14,14
3498,RG,13,13,14,14
1586,Pedro Tovar,1,1,14,14
1309,Ekipoferta,4,4,14,14
4175,En Su Silla,13,13,14,14
3073,LookNice,13,13,14,14
818,mienvio,1,1,14,14
1225,Bazar ED,2,2,2,2
1403,Pulso,2,0,2,14
1323,Blue Trend,4,4,14,14
1225,Bazar ED,2,2,2,2
1340,CASA DE LA AMPOLLETA SPA,4,4,14,14
1345,Blok,4,4,14,14
1324,Abastible FF,2,2,2,2
1225,Bazar ED,2,2,2,2
1357,Comercial novasur,4,4,14,14
1349,SOFIA®,2,2,2,2
1479,TNB,1,1,14,14
1637,US Chile (Medical),2,2,2,2
1458,zapatillas tricolor,4,4,14,14
1537,algarina,4,4,14,14
1336,Moshi Moshi,4,4,14,14
1274,Quemasucabeza Producciones,11,11,14,14
1436,Punto de Victoria,9,9,9,9
3004,Puliwen,9,9,9,9
928,Importadora y exportadora textil P y H Ltda.,3,0,14,14
972,NeuroTroopics Chile,3,2,14,2
3322,Control Playa,6,6,6,6
3824,max-store,13,13,14,14
1487,jtprobandoempresafalsa,1,1,14,14
1312,B Gift SPA,4,4,14,14
1277,Cerámica Santiago,1,1,14,14
1275,Neeks.cl,1,1,14,14
1440,Marshall Mccall LLC,1,1,14,14
1325,Mêle,4,4,14,14
3074,OfertasYa,13,13,14,14
3248,Ecompra,13,13,14,14
3184,Playa Fit Teas,10,10,10,10
3006,ecp imports spa,8,8,8,8
1310,La Hoguera ,4,4,14,14
3247,Rustica Lagos,13,13,14,14
1341,Jorge Abud ,4,0,14,14
1361,Shipit Prestashop,4,4,14,14
1351,FashionMed,1,1,14,14
1364,Babytuto,1,1,14,14
1352,RamosNazar,4,4,14,14
1354,Vintage Cat,4,4,14,14
1359,Frutos Que Hablan,4,4,14,14
1350,Imaginex SPA,4,4,14,14
1342,Leben Apparel spa,4,0,14,14
2966,CasaChic,9,9,9,9
1363,Disparo.cl,4,4,14,14
1358,GoingZero Spa,9,9,9,9
3246,Diseño Papel Pintado Ltda,13,13,14,14
1086,Sepúlveda Profesionales Y Cía. Ltda.,9,9,9,9
4016,Ediciones ABIERTA,13,13,14,14
3653,Tejererte,13,13,14,14
1322,DISPAROcl,4,4,14,14
1331,Love to Grow,4,4,14,14
4369,Gatricio.cl SpA,13,13,14,14
1328,Fundacion auxilio maltés,4,4,14,14
1374,Espacio B,4,4,14,14
3156,Empresa ficticia limitada,13,13,14,14
953,BIOCON,1,6,14,6
1486,SPORTWAY,4,4,14,14
735,TutiLife,1,1,14,14
1409,tst-create,1,1,14,14
1326,Databyte S.A.,4,0,14,14
1365,Viviana,1,1,14,14
873,growthy,1,1,14,14
1360,Bizbit,4,4,14,14
1369,Remoty,4,4,14,14
1367,Pocatinta,4,4,14,14
1373,Distribución y Logistica Andina Spa,1,1,14,14
1368,Oriken Wines,4,4,14,14
1472,Venrel.cl,4,4,14,14
1316,Colgador de Madera,4,4,14,14
1489,Bata,1,1,14,14
1362,Qué Té Quieres Ltda.,4,4,14,14
1355,boopeer,4,4,14,14
1109,BeRoots.life,3,2,14,2
1378,IV Medical Fulfillment Test,2,2,2,2
704,PILGRIM,1,6,14,6
3517,encantogourmet.cl,13,13,14,14
3518,Ale Ali,13,13,14,14
1335,Runzone,8,8,8,8
597,Comercial Diego Ovalle EIRL,1,1,14,14
1621,Aguirre Y Astudillo Limitada,10,10,10,10
1387,osvaldoxus,4,4,14,14
1539,Emporio Borak,4,4,14,14
1332,Calte ,4,4,14,14
197,PRIMAL,3,8,14,8
1380,GE2,4,4,14,14
1348,Lasierva,4,4,14,14
1356,marketing cloud,4,4,14,14
1377,Fruto País,4,4,14,14
882,CUBOCREATIVO MARKETING LIMITADA,1,1,14,14
1376,Comercial e Industrial Soho S.A.,4,4,14,14
1225,Bazar ED,2,2,2,2
1385,Baby Mink,4,2,14,2
1225,Bazar ED,2,2,2,2
1389,Fceruti,1,1,14,14
1384,Crepu,4,4,14,14
1225,Bazar ED,2,2,2,2
1386,Contrapunto,2,2,2,2
1383,Camisetas y Tienda Nochy,4,4,14,14
1540,BBRSA,1,1,14,14
2987,Bolsos DrySafe,9,9,9,9
1236,Eco Boutique,1,1,14,14
1225,Bazar ED,2,2,2,2
1343,Vendaval,8,8,8,8
3241,Gabi Rosi,6,6,6,6
3779,Indigo de Papel,8,8,8,8
3864,Vision Chile Retiro,9,9,9,9
1344,Fabian Ramirez (ELIMINAR),1,1,14,14
1390,hiro-cuentas,1,1,14,14
1406,Tst CJR,1,1,14,14
1158,NEW HORIZONS - NH | MEDICAL SpA,2,2,2,2
1289,Business Intelligent,1,1,14,14
1438,Nueva Empresa,4,4,14,14
39,Nicobrunser Joyas,1,1,14,14
4123,Comercial Castro S.A.,6,6,6,6
1329,Deco MarketPlace,4,0,14,14
144,Pure Cotton,1,1,14,14
1164,PARKPET,1,9,14,9
1382,Puppies & Kittens,6,6,6,6
3158,Sanitek EIRL,13,13,14,14
1333,Espacio Verde Natural Store SpA,4,4,14,14
1441,grupoprimal,1,1,14,14
1346,Importadora Mundo Ltda.,2,2,2,2
1375,Bloom Belts,4,4,14,14
1465,Raiquén,4,4,14,14
1454,Tienda Mapache,4,4,14,14
1464,Sergio,4,4,14,14
1463,Prueba de oxus,1,1,14,14
1453,Vytrous Biotech Ltda,4,4,14,14
1456,SOY MONTESSORI TIENDITA,4,4,14,14
1473,EMPORIA,4,4,14,14
1281,Elecktro,1,1,14,14
1282,Osier,1,0,14,14
1334,Market Club,4,4,14,14
3157,Probando la API EIRL,13,13,14,14
725,Cut Y Paste,1,7,14,7
3645,Luna Florida ,10,10,10,10
221,LoveLust.cl,1,6,14,6
3770,notelopierdas.cl,8,8,8,8
1286,Shipit API Fulfillment Account,1,1,14,14
1408,hiro-ua@shipit.cl,1,1,14,14
1461,Test-Diego,4,4,14,14
1623,test anthony,1,1,14,14
1639,girocuentaoutbound,1,1,14,14
1433,Monitoreo Atentus,1,1,14,14
1422,Zafiro Sur SPA,2,2,2,2
1427,Noche de hadas ,4,4,14,14
1426,La Vinera,4,4,14,14
1434,Poopourri,1,1,14,14
1290,BusinessIntelligent,1,1,14,14
1283,Cata Grez Diseño,3,0,14,14
1430,Atentus,1,1,14,14
1288,Seigard Chile S.A.,1,1,14,14
1410,Underarmour,1,1,14,14
1401,alfalfa spa,4,4,14,14
1462,contact marketing,1,1,14,14
632,Madremía,1,1,1,1
1432,WAIST CHILE,4,4,14,14
1397,Tresko,4,4,14,14
3221,Handcraftlive,13,13,14,14
1424,Peluquerías Integrales S.A.,2,2,2,2
3496,BORO,2,2,2,2
3523,Kidsface,13,13,14,14
3648,librosdeclases.cl,10,10,10,10
1412,Italmod Test,4,4,14,14
1294,Magic Clean Car,1,1,14,14
4015,LMS Chile Spa,9,9,9,9
1291,Business Intelligent LTDA,1,1,14,14
3078,Qlickpos SpA,8,8,8,8
1225,Bazar ED,2,2,2,2
1296,Kombú,1,0,14,14
3077,Allforbabies Archivada,13,13,14,14
1225,Bazar ED,2,2,2,2
1447,Foodture,4,4,14,14
1292,Alba,1,1,14,14
1393,halleluj,4,4,14,14
1416,phppm,4,4,14,14
1444,suki pet food,4,4,14,14
1641,GlowPro,1,1,14,14
1442,Importaciones ibyk Ltda.,7,7,7,7
1443,NEWGAME SPA,8,8,8,8
1466,Weber Stephen Chile,4,2,14,2
1125,Club Condores,3,2,14,2
1293,RUPESTRE,1,1,14,14
1411,d-marketingchile.cl,4,4,14,14
790,The Insiders,1,0,14,14
967,Prilov,1,0,14,14
715,FEDERACION DE RUGBY DE CHILE,3,0,14,14
4124,Imagi kids Cl ,13,13,14,14
3076,Everfit Chile SpA,9,9,9,9
3399,Laneria la dehesa Spa - laneria fuweke,9,9,9,9
4350,SUPERGA,8,8,8,8
1561,Luis Felipe Tamayo Bournás,4,4,14,14
1626,IN BOGA,4,4,14,14
1686,Haypaulaafuera,1,1,14,14
3655,TestEmp,13,13,14,14
1471,Sinergika,2,2,2,2
1449,Bestias,1,12,14,14
3168,Quema Smokehop,12,12,14,14
1680,BLACK SPA,6,6,6,6
1595,KindertopChile,1,10,14,10
3011,Kruza,13,13,14,14
1536,mobilehut,7,7,7,7
1681,Minc,1,1,14,14
